ICAO	STATION	REGION	COUNTRY	ELEVATION	LATITUDE	LONGITUDE	TIMESTAMP	TEMPERATURE	DEWPOINT	HUMIDITY	VISIBILITY_QUAL	VISIBILITY	WIND_DIR	WIND_DEG	WIND_SPEED	GUST_SPEED
KTDZ	Toledo, Metcalf Field	OH	United States	189.0	41.563	-83.476	Tue Apr 06 09:53:00 PDT 2004	15.6	-1.1	31	BEYOND	10000.0	SSW	210	7.202222222222223	7.202222222222223
KBNW	Boone Municipal	IA	United States	354.0	42.05	-93.85	Tue Apr 06 10:35:00 PDT 2004	19.0	4.0	37	BEYOND	10000.0	NNW	330	5.144444444444445	8.231111111111112
KMWT	Mount Ida	AR	United States	214.0	34.55	-93.583	Tue Apr 06 07:53:00 PDT 2004	14.4	4.4	51	BEYOND	10000.0	N	0	0.0	0.0
KICT	Wichita, Wichita Mid-Continent Airport	KS	United States	406.0	37.647	-97.429	Tue Apr 06 07:56:00 PDT 2004	14.0	8.0	67	BEYOND	10000.0	S	170	5.144444444444445	5.144444444444445
KTVR	Vicksburg, Vicksburg / Tallulah Regional Airport	LA	United States	26.0	32.348	-91.03	Tue Apr 06 09:53:00 PDT 2004	22.8	3.9	29	BEYOND	10000.0	E	80	3.6011111111111114	3.6011111111111114
KFEP	Freeport, Albertus Airport	IL	United States	262.0	42.246	-89.582	Tue Apr 06 10:25:00 PDT 2004	17.0	4.0	42	BEYOND	10000.0	WSW	240	7.716666666666667	7.716666666666667
KHEI	Hettinger, Hettinger Municipal Airport	ND	United States	824.0	46.011	-102.65	Tue Apr 06 09:53:00 PDT 2004	17.8	-5.0	20	BEYOND	10000.0	SSW	200	7.716666666666667	7.716666666666667
KHBG	Hattiesburg, Bobby L Chain Municipal Airport	MS	United States	46.0	31.265	-89.253	Tue Apr 06 09:53:00 PDT 2004	22.8	5.0	31	BEYOND	10000.0	E	100	2.057777777777778	2.057777777777778
KPOB	Pope Air Force Base	NC	United States	61.0	35.167	-79.033	Tue Apr 06 09:55:00 PDT 2004	16.0	-13.0	12	BEYOND	10000.0	N	359	2.5722222222222224	2.5722222222222224
KFST	Fort Stockton, Fort Stockton-Pecos County Airport	TX	United States	917.0	30.912	-102.917	Tue Apr 06 09:53:00 PDT 2004	18.3	7.8	50	BEYOND	10000.0	WNW	290	5.144444444444445	5.144444444444445
KBID	Block Island Automatic Weather Observing / Reporting System	RI	United States	33.0	41.167	-71.583	Tue Apr 06 10:35:00 PDT 2004	8.0	-4.0	42	BEYOND	10000.0	WNW	290	6.687777777777779	10.28888888888889
KHNB	Huntingburg	IN	United States	161.0	38.25	-86.95	Tue Apr 06 10:35:00 PDT 2004	16.0	3.0	41	BEYOND	10000.0	S	190	5.144444444444445	5.144444444444445
KANE	Minneapolis / Blaine	MN	United States	278.0	45.15	-93.217	Tue Apr 06 09:55:00 PDT 2004	14.0	1.0	41	BEYOND	10000.0	NNW	330	5.144444444444445	9.774444444444445
PGRO	Rota Island, Rota International Airport	Gu	United States	185.0	14.183	145.25	Tue Apr 06 01:50:00 PDT 2004	25.0	22.0	83	BEYOND	10000.0	E	80	7.202222222222223	7.202222222222223
KSNA	Santa Ana, John Wayne Airport-Orange County Airport	CA	United States	16.0	33.68	-117.866	Tue Apr 06 09:53:00 PDT 2004	15.6	9.4	66	BEYOND	10000.0	E	90	3.6011111111111114	3.6011111111111114
KRHP	Andrews, Andrews-Murphy Airport	NC	United States	518.0	35.194	-83.865	Tue Apr 06 10:41:00 PDT 2004	19.0	-6.0	18	BEYOND	10000.0	W	260	3.086666666666667	3.086666666666667
KOFF	Omaha / Offutt Air Force Base	NE	United States	319.0	41.117	-95.9	Tue Apr 06 09:55:00 PDT 2004	18.0	5.0	42	BEYOND	10000.0	NE	50	5.658888888888889	5.658888888888889
KERI	Erie, Erie International Airport	PA	United States	223.0	42.08	-80.182	Tue Apr 06 09:51:00 PDT 2004	6.0	-8.0	36	BEYOND	10000.0	W	270	3.6011111111111114	3.6011111111111114
KLCI	Laconia Municipal Automatic Weather Observing / Reporting System	NH	United States	166.0	43.567	-71.417	Tue Apr 06 10:35:00 PDT 2004	3.0	-9.0	41	BEYOND	10000.0	NW	310	7.202222222222223	11.317777777777778
KMPV	Barre / Montpelier, Knapp State Airport	VT	United States	355.0	44.205	-72.566	Tue Apr 06 09:51:00 PDT 2004	1.0	-7.0	55	BEYOND	10000.0	WNW	300	10.803333333333335	13.89
PADU	Dutch Harbor	AK	United States	4.0	53.9	-166.55	Tue Apr 06 10:36:00 PDT 2004	-2.0	-4.0	86	BEYOND	10000.0	N	0	0.0	0.0
KDMH	Baltimore, Inner Harbor	MD	United States	6.0	39.283	-76.617	Tue Apr 06 07:54:00 PDT 2004	8.3	-14.4	18	 	0	 	0	0	0
KJYG	St. James, St. James Municipal Airport	MN	United States	325.0	43.986	-94.558	Tue Apr 06 10:35:00 PDT 2004	17.0	-3.0	25	BEYOND	10000.0	NNW	340	7.202222222222223	10.803333333333335
KTEB	Teterboro, Teterboro Airport	NJ	United States	2.0	40.859	-74.057	Tue Apr 06 08:51:00 PDT 2004	7.2	-12.2	24	BEYOND	10000.0	NW	320	7.716666666666667	11.832222222222223
KSUN	Hailey / Friedman Memorial	ID	United States	1620.0	43.5	-114.3	Tue Apr 06 07:47:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	NNW	340	4.115555555555556	4.115555555555556
KPUM	Pumpkin Vine	WY	United States	2420.0	41.05	-105.467	Tue Apr 06 08:03:00 PDT 2004	3.0	1.0	87	 	0	S	180	3.6011111111111114	4.630000000000001
KJBR	Jonesboro, Jonesboro Municipal Airport	AR	United States	79.0	35.837	-90.643	Tue Apr 06 09:53:00 PDT 2004	19.0	2.0	32	BEYOND	10000.0	S	190	2.5722222222222224	2.5722222222222224
KAEL	Albert Lea Automatic Weather Observing / Reporting System	MN	United States	383.0	43.683	-93.367	Tue Apr 06 10:35:00 PDT 2004	18.0	-2.0	25	BEYOND	10000.0	NNW	340	6.687777777777779	6.687777777777779
KARL	Arlington	WY	United States	2179.0	41.7	-106.217	Tue Apr 06 08:00:00 PDT 2004	8.0	1.0	61	 	0	E	90	4.630000000000001	5.144444444444445
KRDD	Redding, Redding Municipal Airport	CA	United States	153.0	40.515	-122.297	Tue Apr 06 09:53:00 PDT 2004	12.0	7.0	71	BEYOND	10000.0	SSW	210	1.5433333333333334	1.5433333333333334
KMYV	Marysville, Yuba County Airport	CA	United States	19.0	39.098	-121.57	Tue Apr 06 09:53:00 PDT 2004	11.7	7.2	74	BEYOND	10000.0	SSE	150	3.6011111111111114	3.6011111111111114
KCJR	Culpeper, Culpeper County Airport	VA	United States	95.0	38.527	-77.859	Tue Apr 06 10:40:00 PDT 2004	15.0	-7.0	21	BEYOND	10000.0	W	270	4.115555555555556	4.115555555555556
KBLH	Blythe, Blythe Airport	CA	United States	121.0	33.619	-114.717	Tue Apr 06 09:56:00 PDT 2004	22.8	7.8	37	BEYOND	10000.0	S	170	4.630000000000001	4.630000000000001
KNSE	Milton, Whiting Field North	FL	United States	60.0	30.733	-87.017	Tue Apr 06 09:55:00 PDT 2004	24.0	3.0	25	BEYOND	10000.0	S	180	3.6011111111111114	3.6011111111111114
KTMH	20 Mile Hill	WY	United States	1743.0	43.117	-106.333	Tue Apr 06 07:52:00 PDT 2004	11.0	2.0	53	 	0	SW	230	1.5433333333333334	2.057777777777778
KEMP	Emporia, Emporia Municipal Airport	KS	United States	367.0	38.329	-96.194	Tue Apr 06 09:53:00 PDT 2004	20.0	6.7	41	BEYOND	10000.0	SSW	210	5.658888888888889	5.658888888888889
KSRR	Ruidoso Regional	NM	United States	2076.0	33.467	-105.533	Tue Apr 06 10:30:00 PDT 2004	9.0	5.0	76	BEYOND	10000.0	WNW	300	6.687777777777779	10.28888888888889
KPDT	Pendleton, Eastern Oregon Regional At Pendleton Airport	OR	United States	455.0	45.698	-118.834	Tue Apr 06 09:53:00 PDT 2004	11.0	3.0	57	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
KENW	Kenosha, Kenosha Regional Airport	WI	United States	226.0	42.595	-87.938	Tue Apr 06 09:53:00 PDT 2004	11.1	0.6	48	BEYOND	10000.0	SW	230	3.086666666666667	3.086666666666667
KCCR	Concord, Buchanan Field	CA	United States	7.0	37.992	-122.052	Tue Apr 06 09:53:00 PDT 2004	12.8	6.1	63	BEYOND	10000.0	W	260	3.6011111111111114	3.6011111111111114
KMCF	Macdill Air Force Base, Fl.	FL	United States	4.0	27.85	-82.5	Tue Apr 06 09:58:00 PDT 2004	24.0	12.0	46	BEYOND	10000.0	SSE	150	4.115555555555556	4.115555555555556
KPHP	Philip, Philip Airport	SD	United States	673.0	44.051	-101.601	Tue Apr 06 07:55:00 PDT 2004	8.3	-2.8	45	BEYOND	10000.0	WSW	240	1.5433333333333334	1.5433333333333334
KRAL	Riverside, Riverside Municipal Airport	CA	United States	248.0	33.951	-117.451	Tue Apr 06 10:22:00 PDT 2004	14.0	11.0	82	AT	8046.72	N	0	0.0	0.0
KERV	Kerrville Municipal	TX	United States	493.0	29.983	-99.083	Tue Apr 06 10:25:00 PDT 2004	17.0	15.0	88	BEYOND	10000.0	E	100	3.086666666666667	3.086666666666667
KSJN	St. Johns, St. Johns Industrial Airpark	AZ	United States	1747.0	34.518	-109.379	Tue Apr 06 09:54:00 PDT 2004	13.0	1.0	44	BEYOND	10000.0	WNW	300	3.6011111111111114	3.6011111111111114
KMSY	New Orleans, New Orleans International Airport	LA	United States	1.0	29.993	-90.251	Tue Apr 06 07:53:00 PDT 2004	21.0	10.0	49	BEYOND	10000.0	ESE	120	4.115555555555556	4.115555555555556
KLGC	La Grange, Callaway Airport	GA	United States	211.0	33.009	-85.072	Tue Apr 06 10:20:00 PDT 2004	21.0	-2.0	21	BEYOND	10000.0	N	10	3.086666666666667	3.086666666666667
KLCH	Lake Charles, Lake Charles Regional Airport	LA	United States	5.0	30.126	-93.223	Tue Apr 06 09:53:00 PDT 2004	25.0	18.0	64	BEYOND	10000.0	SE	130	6.173333333333334	6.173333333333334
KSME	Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport	KY	United States	283.0	37.054	-84.615	Tue Apr 06 09:55:00 PDT 2004	16.0	-5.0	23	BEYOND	10000.0	S	170	1.5433333333333334	1.5433333333333334
KATW	Appleton / Outagamie	WI	United States	280.0	44.25	-88.517	Tue Apr 06 09:45:00 PDT 2004	16.0	8.0	59	BEYOND	10000.0	W	260	3.6011111111111114	3.6011111111111114
PALV	Big River Lake	AK	United States	12.0	60.817	-152.3	Tue Apr 06 09:50:00 PDT 2004	5.0	0.0	70	BEYOND	10000.0	N	0	0.0	0.0
KLHQ	Lancaster, Fairfield County Airport	OH	United States	264.0	39.757	-82.663	Tue Apr 06 09:53:00 PDT 2004	12.2	-4.4	31	BEYOND	10000.0	SW	220	4.115555555555556	4.115555555555556
KFLO	Florence, Florence Regional Airport	SC	United States	45.0	34.188	-79.731	Tue Apr 06 09:53:00 PDT 2004	16.7	-9.4	16	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
KDPL	Kenansville, Duplin County Airport	NC	United States	42.0	35.0	-77.982	Tue Apr 06 10:39:00 PDT 2004	19.0	-10.0	13	BEYOND	10000.0	NW	320	3.086666666666667	3.086666666666667
KHTO	East Hampton, East Hampton Airport	NY	United States	17.0	40.959	-72.252	Tue Apr 06 08:50:00 PDT 2004	5.0	-9.0	35	BEYOND	10000.0	WNW	290	9.260000000000002	13.375555555555557
KBOI	Boise, Boise Air Terminal	ID	United States	871.0	43.567	-116.241	Tue Apr 06 09:53:00 PDT 2004	11.0	9.0	87	AT	8046.72	WNW	290	2.5722222222222224	2.5722222222222224
KTLH	Tallahassee, Tallahassee Regional Airport	FL	United States	24.0	30.393	-84.353	Tue Apr 06 08:53:00 PDT 2004	23.3	0.0	21	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
PABT	Bettles, Bettles Airport	AK	United States	196.0	66.917	-151.517	Tue Apr 06 09:53:00 PDT 2004	-2.8	-9.4	60	BEYOND	10000.0	NW	320	3.6011111111111114	3.6011111111111114
KILE	Killeen Municipal Automatic Weather Observing / Reporting System	TX	United States	258.0	31.083	-97.683	Tue Apr 06 10:35:00 PDT 2004	18.0	14.0	77	BEYOND	10000.0	SE	140	4.630000000000001	4.630000000000001
KLVM	Livingston, Mission Field Airport	MT	United States	1419.0	45.699	-110.448	Tue Apr 06 09:53:00 PDT 2004	12.2	-1.1	39	BEYOND	10000.0	N	359	3.086666666666667	3.086666666666667
KCNO	Chino, Chino Airport	CA	United States	198.0	33.976	-117.624	Tue Apr 06 09:53:00 PDT 2004	13.9	11.7	86	AT	4828.032	N	0	0.0	0.0
KAGS	Augusta, Bush Field	GA	United States	44.0	33.364	-81.963	Tue Apr 06 09:53:00 PDT 2004	21.0	2.0	28	BEYOND	10000.0	N	359	2.5722222222222224	2.5722222222222224
KBGR	Bangor, Bangor International Airport	ME	United States	58.0	44.797	-68.819	Tue Apr 06 09:53:00 PDT 2004	1.1	-8.3	49	BEYOND	10000.0	WNW	290	7.202222222222223	10.28888888888889
KAUO	Auburn-Opelika Airport	AL	United States	236.0	32.617	-85.433	Tue Apr 06 10:35:00 PDT 2004	21.0	-1.0	22	BEYOND	10000.0	NNW	330	2.057777777777778	2.057777777777778
PAVW	Valdez Weather Station Office	AK	United States	10.0	61.133	-146.35	Tue Apr 06 09:54:00 PDT 2004	2.3	1.2	92	BEYOND	10000.0	ENE	70	1.5433333333333334	1.5433333333333334
KMKO	Muskogee, Davis Field	OK	United States	185.0	35.657	-95.36	Tue Apr 06 09:53:00 PDT 2004	17.8	4.4	41	BEYOND	10000.0	SE	140	6.173333333333334	6.173333333333334
KOPN	Thomaston, Thomaston-Upson County Airport	GA	United States	243.0	32.955	-84.264	Tue Apr 06 10:20:00 PDT 2004	21.0	-3.0	19	BEYOND	10000.0	E	80	2.5722222222222224	2.5722222222222224
KSPW	Spencer, Spencer Municipal Airport	IA	United States	408.0	43.166	-95.203	Tue Apr 06 09:53:00 PDT 2004	17.2	-1.1	28	BEYOND	10000.0	NNE	20	8.745555555555557	10.28888888888889
KCMA	Camarillo, Camarillo Airport	CA	United States	23.0	34.217	-119.083	Tue Apr 06 10:08:00 PDT 2004	17.0	10.0	63	BEYOND	10000.0	S	180	2.057777777777778	2.057777777777778
KABI	Abilene, Abilene Regional Airport	TX	United States	545.0	32.41	-99.682	Tue Apr 06 08:52:00 PDT 2004	15.6	12.2	80	BEYOND	10000.0	WSW	240	6.173333333333334	6.173333333333334
KBAZ	New Braunfels, New Braunfels Municipal Airport	TX	United States	197.0	29.709	-98.045	Tue Apr 06 09:51:00 PDT 2004	17.2	15.0	87	BEYOND	10000.0	ENE	60	5.144444444444445	5.144444444444445
KCLI	Clintonville, Clintonville Municipal Airport	WI	United States	251.0	44.614	-88.731	Tue Apr 06 10:35:00 PDT 2004	19.0	6.0	42	BEYOND	10000.0	NW	310	4.630000000000001	4.630000000000001
KHLX	Hillsville	VA	United States	834.0	36.767	-80.817	Tue Apr 06 10:40:00 PDT 2004	14.0	-7.0	22	BEYOND	10000.0	W	280	3.086666666666667	3.086666666666667
PASX	Soldotna	AK	United States	33.0	60.483	-151.033	Tue Apr 06 10:36:00 PDT 2004	6.0	-3.0	52	 	0	NE	50	3.6011111111111114	3.6011111111111114
PASI	Sitka, Sitka Airport	AK	United States	6.0	57.048	-135.365	Tue Apr 06 09:53:00 PDT 2004	6.0	4.0	87	BEYOND	10000.0	N	0	0.0	0.0
KAUM	Austin Municipal	MN	United States	375.0	43.667	-92.933	Tue Apr 06 10:35:00 PDT 2004	17.0	4.0	42	BEYOND	10000.0	NNW	340	6.173333333333334	9.260000000000002
KICL	Clarinda	IA	United States	303.0	40.717	-95.033	Tue Apr 06 10:35:00 PDT 2004	20.0	8.0	45	BEYOND	10000.0	NNE	20	2.057777777777778	2.057777777777778
KOTH	North Bend Automatic Weather Observing / Reporting System	OR	United States	4.0	43.417	-124.25	Tue Apr 06 10:35:00 PDT 2004	11.0	6.0	71	BEYOND	10000.0	N	350	3.086666666666667	3.086666666666667
KPAO	Palo Alto Airport	CA	United States	2.0	37.467	-122.117	Tue Apr 06 09:47:00 PDT 2004	13.0	5.0	58	BEYOND	10000.0	WSW	250	4.115555555555556	4.115555555555556
KNRB	Mayport, Naval Air Facility	FL	United States	5.0	30.396	-81.422	Tue Apr 06 09:55:00 PDT 2004	23.3	6.7	34	BEYOND	10000.0	ESE	110	3.6011111111111114	3.6011111111111114
KACQ	Waseca, Waseca Municipal Airport	MN	United States	343.0	44.073	-93.553	Tue Apr 06 10:35:00 PDT 2004	16.0	-3.0	27	BEYOND	10000.0	NNW	330	7.716666666666667	10.803333333333335
KJKL	Jackson, Carroll Airport	KY	United States	421.0	37.591	-83.314	Tue Apr 06 09:53:00 PDT 2004	13.0	-8.0	22	BEYOND	10000.0	N	359	2.057777777777778	2.057777777777778
KCCY	Charles City	IA	United States	343.0	43.067	-92.617	Tue Apr 06 10:35:00 PDT 2004	18.0	6.0	45	BEYOND	10000.0	NW	320	5.658888888888889	9.260000000000002
KORC	Orange City	IA	United States	431.0	42.983	-96.067	Tue Apr 06 10:35:00 PDT 2004	18.0	0.0	29	BEYOND	10000.0	N	10	5.144444444444445	8.231111111111112
KAIO	Atlantic	IA	United States	360.0	41.4	-95.05	Tue Apr 06 10:35:00 PDT 2004	21.0	4.0	32	BEYOND	10000.0	N	10	4.115555555555556	8.231111111111112
KDEW	Deer Park, Deer Park Airport	WA	United States	672.0	47.974	-117.428	Tue Apr 06 09:53:00 PDT 2004	10.0	4.4	68	BEYOND	10000.0	SSE	150	2.057777777777778	2.057777777777778
KLPC	Lompoc Automatic Weather Observing / Reporting System	CA	United States	27.0	34.667	-120.467	Tue Apr 06 10:35:00 PDT 2004	13.0	8.0	71	BEYOND	10000.0	N	0	0.0	0.0
KADU	Audubon, Audubon County Airport	IA	United States	392.0	41.701	-94.92	Tue Apr 06 10:35:00 PDT 2004	20.0	2.0	30	BEYOND	10000.0	N	10	5.144444444444445	7.202222222222223
KHSP	Hot Springs / Ingalls	VA	United States	1156.0	37.95	-79.833	Tue Apr 06 10:40:00 PDT 2004	9.0	-7.0	31	BEYOND	10000.0	W	270	5.658888888888889	5.658888888888889
KMHK	Manhattan, Manhattan Municipal Airport	KS	United States	321.0	39.135	-96.678	Tue Apr 06 09:54:00 PDT 2004	21.0	9.0	46	BEYOND	10000.0	SW	220	4.115555555555556	4.115555555555556
KPHF	Newport News, Newport News / Williamsburg International Airport	VA	United States	13.0	37.132	-76.493	Tue Apr 06 09:54:00 PDT 2004	13.0	-11.0	18	BEYOND	10000.0	WNW	290	5.658888888888889	9.774444444444445
KDLL	Baraboo, Baraboo Wisconsin Dells Airport	WI	United States	298.0	43.522	-89.771	Tue Apr 06 10:34:00 PDT 2004	20.0	6.0	39	BEYOND	10000.0	W	280	6.687777777777779	8.745555555555557
KO87	Shelter Cove	CA	United States	21.0	40.017	-124.067	Mon Apr 05 16:55:00 PDT 2004	13.0	8.0	71	BEYOND	10000.0	N	0	4.630000000000001	4.630000000000001
KCNK	Concordia, Blosser Municipal Airport	KS	United States	453.0	39.551	-97.651	Tue Apr 06 07:55:00 PDT 2004	15.0	9.0	67	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
KBLU	Emigrant Gap, Blue Canyon Nyack Airport	CA	United States	1610.0	39.276	-120.708	Tue Apr 06 08:52:00 PDT 2004	6.1	-3.3	51	BEYOND	10000.0	N	359	3.086666666666667	3.086666666666667
K3T5	La Grange, Fayette Regional Air Center Airport	TX	United States	99.0	29.908	-96.95	Tue Apr 06 10:25:00 PDT 2004	17.0	16.0	94	BEYOND	10000.0	ENE	60	4.115555555555556	4.115555555555556
KHRO	Harrison, Boone County Airport	AR	United States	416.0	36.262	-93.155	Tue Apr 06 09:53:00 PDT 2004	19.0	1.0	29	BEYOND	10000.0	SE	130	3.086666666666667	3.086666666666667
KCQB	Chandler, Chandler Municipal Airport	OK	United States	300.0	35.724	-96.82	Tue Apr 06 10:31:00 PDT 2004	18.0	8.0	51	BEYOND	10000.0	SSE	160	5.658888888888889	8.231111111111112
KDMN	Deming, Deming Municipal Airport	NM	United States	1315.0	32.262	-107.721	Tue Apr 06 09:53:00 PDT 2004	14.4	7.2	62	BEYOND	10000.0	WNW	290	5.658888888888889	5.658888888888889
KOCW	Washington, Warren Field Airport	NC	United States	12.0	35.571	-77.05	Tue Apr 06 10:41:00 PDT 2004	17.0	-11.0	14	BEYOND	10000.0	WSW	250	5.144444444444445	5.144444444444445
KLLQ	Monticello, Monticello Municipal Airport	AR	United States	82.0	33.636	-91.756	Tue Apr 06 09:53:00 PDT 2004	22.8	4.4	30	BEYOND	10000.0	N	359	2.057777777777778	2.057777777777778
KOMA	Omaha, Eppley Airfield	NE	United States	299.0	41.31	-95.899	Tue Apr 06 09:52:00 PDT 2004	19.0	3.0	34	BEYOND	10000.0	ENE	60	5.658888888888889	5.658888888888889
KFLL	Fort Lauderdale, Fort Lauderdale / Hollywood International Airport	FL	United States	3.0	26.068	-80.152	Tue Apr 06 09:53:00 PDT 2004	26.0	18.0	61	BEYOND	10000.0	E	100	6.173333333333334	6.173333333333334
KOKK	Kokomo Automatic Weather Observing / Reporting System	IN	United States	253.0	40.533	-86.067	Tue Apr 06 10:35:00 PDT 2004	18.0	3.0	36	BEYOND	10000.0	SW	230	8.231111111111112	11.832222222222223
KBRL	Burlington, Burlington Regional Airport	IA	United States	212.0	40.773	-91.125	Tue Apr 06 09:53:00 PDT 2004	19.0	7.0	45	BEYOND	10000.0	WSW	250	6.687777777777779	9.774444444444445
KMWH	Moses Lake, Grant County Airport	WA	United States	361.0	47.193	-119.313	Tue Apr 06 09:52:00 PDT 2004	11.0	4.0	62	BEYOND	10000.0	ENE	70	1.5433333333333334	1.5433333333333334
KSVC	Silver City / Grant	NM	United States	1659.0	32.633	-108.15	Tue Apr 06 10:30:00 PDT 2004	14.0	5.0	54	BEYOND	10000.0	W	280	7.716666666666667	9.260000000000002
KFOD	Fort Dodge	IA	United States	354.0	42.55	-94.183	Tue Apr 06 10:35:00 PDT 2004	19.0	-3.0	22	BEYOND	10000.0	N	0	7.202222222222223	10.28888888888889
KSPS	Wichita Falls, Sheppard Air Force Base	TX	United States	309.0	33.979	-98.493	Tue Apr 06 08:52:00 PDT 2004	14.4	12.2	86	BEYOND	10000.0	S	170	3.6011111111111114	3.6011111111111114
KPQL	Pascagoula, Lott International Airport	MS	United States	5.0	30.464	-88.532	Tue Apr 06 09:53:00 PDT 2004	23.9	5.0	29	BEYOND	10000.0	ESE	110	2.5722222222222224	2.5722222222222224
KPDC	Prairie Du Chien, Prairie Du Chien Municipal Airport	WI	United States	201.0	43.022	-91.125	Tue Apr 06 10:35:00 PDT 2004	19.0	7.0	45	BEYOND	10000.0	W	280	3.086666666666667	4.630000000000001
KSET	St. Charles, St. Charles County Smartt Airport	MO	United States	133.0	38.931	-90.432	Tue Apr 06 09:54:00 PDT 2004	18.3	7.2	48	BEYOND	10000.0	WSW	240	4.115555555555556	4.115555555555556
K4BL	Blanding	UT	United States	1840.0	37.617	-109.467	Tue Apr 06 07:50:00 PDT 2004	6.1	3.9	86	BEYOND	10000.0	SSE	150	2.057777777777778	2.057777777777778
KLFK	Lufkin, Angelina County Airport	TX	United States	90.0	31.234	-94.75	Tue Apr 06 10:38:00 PDT 2004	12.0	11.0	94	AT	2011.68	N	350	3.6011111111111114	3.6011111111111114
KFOE	Topeka, Forbes Field	KS	United States	329.0	38.941	-95.651	Tue Apr 06 09:53:00 PDT 2004	20.6	8.3	45	BEYOND	10000.0	SSW	210	4.630000000000001	4.630000000000001
PADL	Dillingham Municipal, Ak	AK	United States	26.0	59.05	-158.517	Tue Apr 06 09:49:00 PDT 2004	2.0	-3.0	69	BEYOND	10000.0	ENE	60	6.687777777777779	10.28888888888889
KLRF	Little Rock Air Force Base	AR	United States	95.0	34.917	-92.15	Tue Apr 06 09:55:00 PDT 2004	21.0	3.0	30	BEYOND	10000.0	N	359	2.057777777777778	2.057777777777778
KFIT	Fitchburg, Fitchburg Municipal Airport	MA	United States	106.0	42.552	-71.756	Tue Apr 06 09:52:00 PDT 2004	7.2	-7.2	35	BEYOND	10000.0	WNW	300	11.832222222222223	14.91888888888889
KGXY	Greeley / Weld Automatic Weather Observing / Reporting System	CO	United States	1420.0	40.433	-104.633	Tue Apr 06 10:35:00 PDT 2004	14.0	1.0	41	BEYOND	10000.0	NNE	30	2.5722222222222224	2.5722222222222224
KEWR	Newark, Newark International Airport	NJ	United States	5.0	40.682	-74.169	Tue Apr 06 09:51:00 PDT 2004	11.0	-14.0	16	BEYOND	10000.0	WNW	300	9.260000000000002	12.346666666666668
KGPM	Grand Prairie, Grand Prairie Municipal Airport	TX	United States	180.0	32.699	-97.047	Tue Apr 06 10:26:00 PDT 2004	17.0	13.0	77	BEYOND	10000.0	SSE	160	3.086666666666667	3.086666666666667
KYKM	Yakima, Yakima Air Terminal	WA	United States	333.0	46.564	-120.534	Tue Apr 06 07:56:00 PDT 2004	6.0	4.0	87	BEYOND	10000.0	SW	230	3.6011111111111114	3.6011111111111114
KAQR	Atoka, Atoka Municipal Airport	FL	United States	180.0	34.398	-96.148	Tue Apr 06 10:30:00 PDT 2004	17.0	4.0	42	BEYOND	10000.0	N	0	0.0	0.0
K8D3	Sisseton, Sisseton Municipal Airport	SD	United States	354.0	45.669	-96.991	Tue Apr 06 07:56:00 PDT 2004	13.3	1.1	43	 	0	N	0	0.0	0.0
KOLS	Nogales, Nogales International Airport	AZ	United States	1198.0	31.421	-110.846	Tue Apr 06 09:54:00 PDT 2004	16.0	5.0	48	BEYOND	10000.0	N	0	0.0	0.0
KDDC	Dodge City, Dodge City Regional Airport	KS	United States	790.0	37.773	-99.97	Tue Apr 06 09:53:00 PDT 2004	16.0	9.0	63	BEYOND	10000.0	SSE	160	3.6011111111111114	3.6011111111111114
KSHD	Staunton / Shenandoah	VA	United States	366.0	38.267	-78.9	Tue Apr 06 10:20:00 PDT 2004	13.0	-6.0	26	BEYOND	10000.0	E	100	1.5433333333333334	1.5433333333333334
KNUQ	Mountain View, Moffett Field	CA	United States	10.0	37.406	-122.048	Tue Apr 06 07:56:00 PDT 2004	10.0	5.0	71	BEYOND	10000.0	SW	230	1.5433333333333334	1.5433333333333334
KOPF	Miami, Opa Locka Airport	FL	United States	3.0	25.91	-80.283	Tue Apr 06 09:53:00 PDT 2004	26.0	15.0	50	BEYOND	10000.0	E	90	5.658888888888889	5.658888888888889
KBFF	Scottsbluff, Heilig Field	NE	United States	1208.0	41.867	-103.586	Tue Apr 06 07:54:00 PDT 2004	11.0	-4.0	34	BEYOND	10000.0	E	90	2.057777777777778	2.057777777777778
KPHN	St. Clair County International	MI	United States	198.0	42.917	-82.533	Tue Apr 06 10:34:00 PDT 2004	3.0	2.0	93	BEYOND	10000.0	SSE	160	2.057777777777778	2.057777777777778
KDAA	Fort Belvoir	VA	United States	21.0	38.717	-77.183	Tue Apr 06 09:55:00 PDT 2004	13.0	-18.0	10	BEYOND	10000.0	NW	310	6.687777777777779	6.687777777777779
KSDF	Louisville, Standiford Field	KY	United States	151.0	38.177	-85.73	Tue Apr 06 07:56:00 PDT 2004	13.0	-2.0	35	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
KFCM	Minneapolis, Flying Cloud Airport	MN	United States	287.0	44.832	-93.47	Tue Apr 06 09:53:00 PDT 2004	15.0	-0.6	34	BEYOND	10000.0	N	350	5.144444444444445	8.745555555555557
